facility_id,facility_name,state,hospital_type,hospital_ownership,emergency_services,hospital_overall_rating,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_HF,MORT_30_PN,H_CLEAN_HSP_A_P,H_COMP_1_A_P,H_COMP_2_A_P,H_COMP_5_A_P,H_COMP_6_Y_P,H_HSP_RATING_9_10,H_QUIET_HSP_A_P,H_RECMND_DY,READM_30_AMI,READM_30_HF,READM_30_PN,composite_satisfaction_score,performance_tier,satisfaction_tier,IMM_3,OP_18a,OP_18b,OP_22,OP_23,avg_er_wait_minutes,er_inefficiency_flag
013300,THE CHILDREN'S HOSPITAL OF ALABAMA,AL,Childrens,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
013301,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,AL,Childrens,Government - State,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014000,HILL CREST BEHAVIORAL HEALTH SERVICES,AL,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014006,MOUNTAIN VIEW HOSPITAL,AL,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014007,BRYCE HOSPITAL,AL,Psychiatric,Government - State,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014012,MARY S HARPER GERIATRIC PSYCHIATRY CENTER,AL,Psychiatric,Government - State,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014014,BAYPOINTE BEHAVIORAL HEALTH,AL,Psychiatric,Voluntary non-profit - Other,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014015,BEACON CHILDREN'S HOSPITAL,AL,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014016,"SANCTUARY AT THE WOODLANDS, THE",AL,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014017,EASTPOINTE HOSPITAL,AL,Psychiatric,Voluntary non-profit - Other,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
014018,UNITY PSYCHIATRIC CARE - HUNTSVILLE,AL,Psychiatric,Proprietary,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3.0,3.4,10.9,10.8,15.9,72.0,76.0,76.0,58.0,90.0,71.0,47.0,77.0,12.0,17.9,15.7,70.88,Average,Medium,68.0,191.0,188.0,3.0,64.0,188.0,0
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,4.4,13.2,15.5,17.6,71.0,80.0,78.0,62.0,90.0,71.0,59.0,69.0,14.3,18.3,15.0,72.5,Average,Medium,51.0,142.0,136.0,0.0,50.0,136.0,0
020008,BARTLETT REGIONAL HOSPITAL,AK,Acute Care Hospitals,Government - Local,Yes,4.0,3.5,12.1,10.8,13.0,74.0,83.0,87.0,71.0,89.0,82.0,68.0,80.0,13.6,19.9,15.3,79.25,High Performer,High,83.0,168.0,163.0,1.0,75.0,163.0,0
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.3,12.5,18.2,22.8,74.0,78.0,76.0,55.0,87.0,69.0,51.0,69.0,13.8,17.6,15.7,69.88,Low Performer,Medium,92.0,175.0,170.0,1.0,71.0,170.0,0
020017,ALASKA REGIONAL HOSPITAL,AK,Acute Care Hospitals,Proprietary,Yes,1.0,3.9,14.6,9.9,18.3,70.0,77.0,76.0,58.0,85.0,68.0,61.0,68.0,13.3,21.9,17.4,70.38,Low Performer,Medium,47.0,130.0,129.0,0.0,,129.0,0
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,Acute Care Hospitals,Tribal,Yes,5.0,3.5,12.1,12.4,14.5,58.0,74.0,76.0,57.0,81.0,59.0,59.0,65.0,13.6,19.4,14.4,66.12,High Performer,Medium,94.0,,,,,,0
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2.0,3.7,12.1,12.6,16.7,74.0,79.0,78.0,60.0,89.0,74.0,55.0,77.0,13.6,24.1,16.0,73.25,Low Performer,Medium,19.0,153.0,152.0,1.0,,152.0,0
020026,ALASKA NATIVE MEDICAL CENTER,AK,Acute Care Hospitals,Government - Federal,Yes,2.0,4.4,11.9,13.5,13.7,67.0,72.0,73.0,63.0,85.0,59.0,46.0,62.0,12.9,20.9,15.4,65.88,Low Performer,Medium,94.0,133.0,124.0,3.0,,124.0,0
02013F,673rd Medical Group (Joint Base Elmendorf-Richardson),AK,Acute Care - Department of Defense,Department of Defense,Yes,3.0,3.5,12.1,11.5,16.2,67.0,88.0,84.0,73.0,89.0,72.0,69.0,81.0,13.6,19.6,15.9,77.88,Average,High,,,132.0,1.0,,132.0,0
02014F,Bassett ACH (FT Wainwright),AK,Acute Care - Department of Defense,Department of Defense,Yes,3.0,3.5,12.1,11.5,16.2,85.0,83.0,86.0,67.0,90.0,82.0,73.0,83.0,13.6,19.6,15.9,81.12,Average,High,,,129.0,1.0,,129.0,0
021301,PROVIDENCE VALDEZ MEDICAL CENTER,AK,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,63.0,133.0,127.0,0.0,,127.0,0
021302,PROVIDENCE SEWARD HOSPITAL,AK,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,54.0,117.0,110.0,1.0,,110.0,0
021304,PETERSBURG MEDICAL CENTER,AK,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,86.0,128.0,126.0,1.0,,126.0,0
021305,SEARHC WRANGELL MEDICAL CENTER & LTC,AK,Critical Access Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,85.0,,,1.0,,,0
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,AK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,3.0,3.5,12.1,11.5,15.4,77.0,86.0,83.0,74.0,94.0,74.0,67.0,73.0,13.6,19.6,15.4,78.5,Average,High,71.0,112.0,109.0,0.0,,109.0,0
021307,CORDOVA COMMUNITY MEDICAL CENTER,AK,Critical Access Hospitals,Government - Local,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,132.0,127.0,0.0,,127.0,0
021308,NORTON SOUND REGIONAL HOSPITAL,AK,Critical Access Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.1,16.3,72.88,Average,Medium,99.0,,,,,,0
021309,BRISTOL BAY DBA KANAKANAK HOSPITAL,AK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,95.0,112.0,99.0,0.0,,99.0,0
021310,MANIILAQ HEALTH CENTER,AK,Critical Access Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,1.0,,,0
021311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,AK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,4.0,3.1,12.1,10.6,13.3,79.0,82.0,82.0,64.0,83.0,72.0,72.0,74.0,13.6,19.8,15.0,76.0,High Performer,High,88.0,127.0,120.0,0.0,,120.0,0
021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,AK,Critical Access Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,16.5,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,17.0,72.88,Average,Medium,60.0,,,,,,0
021313,SOUTH PENINSULA HOSPITAL,AK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,11.5,15.5,89.0,87.0,86.0,68.0,91.0,80.0,54.0,80.0,13.6,19.6,15.8,79.38,Average,High,39.0,139.0,136.0,0.0,82.0,136.0,0
021314,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,AK,Critical Access Hospitals,Tribal,Yes,3.0,3.5,12.1,13.4,18.3,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.4,16.0,72.88,Average,Medium,81.0,,,1.0,,,0
024001,NORTH STAR HOSPITAL,AK,Psychiatric,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
024002,ALASKA PSYCHIATRIC INSTITUTE,AK,Psychiatric,Government - State,No,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,11.1,9.1,13.7,65.0,76.0,75.0,56.0,82.0,68.0,52.0,68.0,12.4,21.0,16.3,67.75,Average,Medium,92.0,266.0,265.0,3.0,,265.0,0
030006,TUCSON MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,4.1,14.7,14.6,18.4,59.0,73.0,72.0,55.0,84.0,63.0,40.0,70.0,16.7,22.5,15.9,64.5,Low Performer,Medium,94.0,210.0,207.0,2.0,,207.0,0
030007,VERDE VALLEY MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,13.4,11.2,18.9,76.0,78.0,76.0,58.0,86.0,65.0,56.0,61.0,14.3,17.5,13.8,69.5,High Performer,Medium,82.0,166.0,162.0,3.0,78.0,162.0,0
030010,ST. MARY'S HOSPITAL,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,13.2,11.9,15.2,64.0,70.0,70.0,54.0,81.0,56.0,45.0,54.0,13.8,19.8,16.0,61.75,Low Performer,Medium,90.0,190.0,186.0,5.0,88.0,186.0,0
030011,ST JOSEPH'S HOSPITAL,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.8,10.9,12.2,20.8,59.0,67.0,68.0,48.0,79.0,51.0,46.0,51.0,14.1,19.6,15.1,58.62,Average,Low,92.0,180.0,170.0,2.0,,170.0,0
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,2.7,12.3,12.5,19.5,69.0,80.0,73.0,60.0,83.0,67.0,44.0,65.0,11.8,20.7,16.8,67.62,Low Performer,Medium,60.0,194.0,191.0,4.0,67.0,191.0,0
030013,YUMA REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.7,14.3,12.6,18.0,74.0,73.0,73.0,56.0,82.0,62.0,55.0,64.0,12.6,22.1,15.2,67.38,Low Performer,Medium,86.0,184.0,180.0,3.0,79.0,180.0,0
030014,HONOR HEALTH JOHN C. LINCOLN MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.2,11.9,11.2,14.2,69.0,78.0,76.0,60.0,89.0,70.0,46.0,71.0,13.4,21.0,14.7,69.88,Average,Medium,81.0,198.0,194.0,2.0,77.0,194.0,0
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2.0,3.5,11.7,11.8,14.4,68.0,72.0,70.0,54.0,83.0,60.0,51.0,57.0,13.6,20.9,17.4,64.38,Low Performer,Medium,91.0,183.0,175.0,0.0,78.0,175.0,0
030022,VALLEYWISE HEALTH MEDICAL CENTER,AZ,Acute Care Hospitals,Government - Local,No,1.0,3.5,12.1,9.7,16.1,62.0,75.0,76.0,57.0,81.0,74.0,62.0,72.0,13.6,20.9,16.2,69.88,Low Performer,Medium,94.0,208.0,200.0,1.0,,200.0,0
030023,FLAGSTAFF MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.3,13.6,10.0,16.5,60.0,78.0,77.0,61.0,88.0,68.0,53.0,67.0,12.7,19.9,16.6,69.0,High Performer,Medium,91.0,224.0,221.0,3.0,77.0,221.0,0
030024,ST JOSEPHS HOSPITAL AND MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4.0,3.5,10.8,9.6,13.7,70.0,78.0,77.0,59.0,87.0,73.0,57.0,76.0,13.2,19.0,16.3,72.12,High Performer,Medium,75.0,179.0,177.0,4.0,61.0,177.0,0
030030,ABRAZO CENTRAL CAMPUS,AZ,Acute Care Hospitals,Physician,Yes,2.0,3.5,12.1,11.2,14.6,60.0,69.0,66.0,54.0,77.0,60.0,54.0,55.0,13.6,19.0,16.3,61.88,Low Performer,Medium,83.0,168.0,166.0,4.0,,166.0,0
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,13.9,11.7,16.8,67.0,82.0,75.0,59.0,88.0,72.0,50.0,72.0,14.7,18.3,14.7,70.62,High Performer,Medium,81.0,138.0,137.0,3.0,75.0,137.0,0
030037,HONORHEALTH TEMPE MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,12.1,11.5,16.2,70.0,71.0,75.0,59.0,73.0,51.0,57.0,51.0,13.6,19.6,15.9,63.38,Average,Medium,41.0,168.0,163.0,4.0,71.0,163.0,0
030038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,3.0,3.5,11.7,11.7,15.5,64.0,80.0,78.0,61.0,84.0,76.0,48.0,76.0,14.1,20.8,16.3,70.88,Average,Medium,85.0,199.0,198.0,3.0,39.0,198.0,0
030043,CANYON VISTA MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2.0,3.9,13.7,12.0,16.0,79.0,73.0,73.0,55.0,83.0,61.0,57.0,57.0,14.4,19.6,16.8,67.25,Low Performer,Medium,82.0,212.0,203.0,1.0,40.0,203.0,0
030055,KINGMAN REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3.0,3.5,11.4,12.8,12.6,71.0,77.0,74.0,61.0,83.0,58.0,55.0,56.0,12.7,19.8,16.2,66.88,Average,Medium,53.0,217.0,211.0,3.0,62.0,211.0,0
030061,BANNER BOSWELL MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.3,12.1,11.7,19.0,63.0,70.0,67.0,54.0,83.0,60.0,36.0,63.0,14.6,20.8,16.5,62.0,Average,Medium,89.0,231.0,227.0,0.0,90.0,227.0,0
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.0,10.2,13.5,75.0,76.0,72.0,60.0,82.0,65.0,56.0,60.0,13.8,19.2,16.0,68.25,High Performer,Medium,54.0,186.0,178.0,3.0,94.0,178.0,0
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.0,10.0,15.1,63.0,71.0,72.0,57.0,83.0,68.0,50.0,68.0,13.5,18.2,15.4,66.5,Average,Medium,94.0,309.0,306.0,6.0,,306.0,1
030065,BANNER DESERT MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.5,12.6,11.9,19.3,50.0,70.0,68.0,47.0,81.0,59.0,49.0,59.0,13.7,19.4,18.2,60.38,Low Performer,Medium,93.0,276.0,269.0,2.0,,269.0,0
030069,HAVASU REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,3.0,3.4,10.8,13.9,14.5,64.0,75.0,68.0,55.0,84.0,58.0,50.0,53.0,13.4,20.0,16.2,63.38,Average,Medium,50.0,242.0,226.0,3.0,48.0,226.0,0
030071,FORT DEFIANCE INDIAN HOSPITAL,AZ,Acute Care Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,17.2,72.0,77.0,78.0,54.0,83.0,75.0,64.0,62.0,13.6,20.5,16.8,70.62,Average,Medium,58.0,,,,,,0
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,AZ,Acute Care Hospitals,Voluntary non-profit - Other,No,3.0,3.5,12.1,11.5,13.2,74.0,76.0,79.0,59.0,85.0,63.0,54.0,61.0,13.6,19.6,15.1,68.88,Average,Medium,84.0,144.0,138.0,4.0,,138.0,0
030074,SELLS HOSPITAL,AZ,Acute Care Hospitals,Tribal,Yes,3.0,3.5,12.1,11.5,16.2,73.0,80.0,79.0,61.0,87.0,72.0,60.0,71.0,13.6,19.6,15.9,72.88,Average,Medium,,,,,,,0
030078,PHOENIX INDIAN MEDICAL CENTER,AZ,Acute Care Hospitals,Government - Federal,No,3.0,3.5,12.1,11.5,16.2,74.0,83.0,84.0,64.0,88.0,77.0,64.0,74.0,13.6,19.6,15.9,76.0,Average,High,84.0,,,,,,0
030083,ABRAZO SCOTTSDALE CAMPUS,AZ,Acute Care Hospitals,Proprietary,Yes,3.0,3.2,12.1,10.6,15.2,62.0,70.0,71.0,51.0,82.0,59.0,57.0,52.0,13.6,19.7,14.8,63.0,Average,Medium,85.0,161.0,157.0,2.0,80.0,157.0,0
030084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,AZ,Acute Care Hospitals,Government - Federal,Yes,3.0,3.5,12.1,11.5,17.5,61.0,67.0,74.0,63.0,72.0,55.0,57.0,45.0,13.6,20.3,16.8,61.75,Average,Medium,82.0,,,,,,0
030085,NORTHWEST MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,2.0,3.4,13.6,14.3,19.1,56.0,69.0,67.0,50.0,78.0,50.0,38.0,48.0,13.4,18.9,14.5,57.0,Low Performer,Low,42.0,245.0,240.0,3.0,55.0,240.0,0
030087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,3.0,3.0,11.5,10.4,15.3,65.0,77.0,75.0,57.0,85.0,71.0,50.0,73.0,13.5,20.3,16.8,69.12,Average,Medium,80.0,182.0,177.0,2.0,41.0,177.0,0
030088,BANNER BAYWOOD MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2.0,3.4,12.1,11.5,21.2,66.0,71.0,69.0,51.0,83.0,60.0,54.0,57.0,13.6,19.4,14.8,63.88,Low Performer,Medium,91.0,280.0,266.0,2.0,79.0,266.0,0
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,Acute Care Hospitals,Government - Hospital District or Authority,No,4.0,3.5,13.2,9.9,14.7,62.0,68.0,66.0,47.0,80.0,54.0,52.0,56.0,13.7,18.1,16.1,60.62,High Performer,Medium,89.0,239.0,236.0,3.0,81.0,236.0,0
030092,HONORHEALTH DEER VALLEY MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,14.4,11.0,15.8,68.0,79.0,73.0,62.0,88.0,73.0,52.0,73.0,13.9,20.7,15.5,71.0,Average,Medium,83.0,198.0,197.0,3.0,73.0,197.0,0
030093,BANNER DEL E. WEBB MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,2.9,11.3,10.9,17.7,62.0,69.0,69.0,45.0,83.0,59.0,44.0,58.0,13.5,18.9,17.3,61.12,Average,Medium,88.0,243.0,239.0,1.0,59.0,239.0,0
030094,ABRAZO ARROWHEAD HOSPITAL,AZ,Acute Care Hospitals,Proprietary,Yes,2.0,3.8,12.6,11.1,15.9,60.0,73.0,73.0,53.0,81.0,61.0,49.0,61.0,14.1,19.8,15.9,63.88,Low Performer,Medium,71.0,134.0,129.0,1.0,78.0,129.0,0
030101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,2.0,3.2,13.6,9.5,20.3,62.0,73.0,67.0,54.0,76.0,58.0,49.0,56.0,13.4,19.1,15.3,61.88,Low Performer,Medium,29.0,132.0,128.0,0.0,84.0,128.0,0
030103,MAYO CLINIC HOSPITAL,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,4.6,9.5,9.1,11.6,80.0,87.0,86.0,69.0,92.0,91.0,71.0,93.0,13.7,18.0,14.8,83.62,High Performer,High,44.0,200.0,199.0,0.0,45.0,199.0,0
030105,BANNER HEART HOSPITAL,AZ,Acute Care Hospitals,Voluntary non-profit - Private,No,2.0,3.5,14.3,11.0,16.1,66.0,78.0,73.0,56.0,83.0,71.0,48.0,72.0,13.4,17.7,15.6,68.38,Low Performer,Medium,90.0,,,,,,0
030107,ARIZONA SPINE AND JOINT HOSPITAL,AZ,Acute Care Hospitals,Physician,No,3.0,3.2,12.1,11.5,16.2,71.0,84.0,82.0,65.0,89.0,77.0,64.0,81.0,13.6,19.6,15.9,76.62,Average,High,73.0,,,,,,0
030108,THE CORE INSTITUTE SPECIALTY HOSP,AZ,Acute Care Hospitals,Physician,No,3.0,3.3,12.1,11.5,16.2,77.0,85.0,80.0,69.0,90.0,78.0,64.0,79.0,13.6,19.6,15.9,77.75,Average,High,85.0,,,,,,0
030110,ABRAZO WEST CAMPUS,AZ,Acute Care Hospitals,Proprietary,Yes,2.0,3.5,13.0,11.2,17.5,55.0,68.0,67.0,50.0,77.0,50.0,42.0,49.0,13.5,18.8,16.6,57.25,Low Performer,Low,78.0,180.0,179.0,2.0,,179.0,0
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4.0,3.5,11.5,8.3,13.2,59.0,73.0,76.0,51.0,82.0,62.0,40.0,60.0,14.1,19.6,15.4,62.88,High Performer,Medium,95.0,280.0,275.0,11.0,,275.0,0
030112,ARIZONA ORTHOPEDIC AND SURGICAL SPECIALTY HOSPITAL,AZ,Acute Care Hospitals,Proprietary,No,3.0,6.1,12.1,11.5,16.2,79.0,83.0,83.0,68.0,89.0,80.0,69.0,81.0,13.6,19.6,15.9,79.0,Average,High,85.0,,,,,,0
030113,WHITERIVER PHS INDIAN HOSPITAL,AZ,Acute Care Hospitals,Government - Federal,No,3.0,3.5,12.1,11.5,14.7,72.0,78.0,80.0,59.0,82.0,65.0,55.0,71.0,13.6,19.6,15.5,70.25,Average,Medium,92.0,,,,,,0
030114,ORO VALLEY HOSPITAL,AZ,Acute Care Hospitals,Proprietary,Yes,3.0,3.7,13.0,12.0,13.4,63.0,74.0,75.0,56.0,85.0,61.0,48.0,64.0,13.9,19.1,15.8,65.75,Average,Medium,35.0,148.0,140.0,0.0,93.0,140.0,0
030115,BANNER ESTRELLA MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,11.9,8.0,17.8,66.0,75.0,74.0,54.0,84.0,69.0,68.0,69.0,12.9,20.2,16.0,69.88,Average,Medium,90.0,246.0,243.0,3.0,77.0,243.0,0
030117,VALLEY VIEW MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,2.0,3.5,12.1,14.4,16.9,78.0,78.0,74.0,58.0,83.0,66.0,56.0,69.0,13.6,19.2,15.4,70.25,Low Performer,Medium,82.0,167.0,153.0,2.0,38.0,153.0,0
030119,MERCY GILBERT MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5.0,3.1,13.1,7.8,13.4,71.0,80.0,73.0,58.0,90.0,75.0,57.0,77.0,14.3,21.2,16.0,72.62,High Performer,Medium,79.0,224.0,220.0,2.0,88.0,220.0,0
030121,HONORHEALTH FOUR PEAKS MEDICAL CENTER,AZ,Acute Care Hospitals,Proprietary,Yes,2.0,4.9,15.0,10.3,16.0,62.0,70.0,75.0,53.0,80.0,60.0,56.0,59.0,12.5,18.6,15.6,64.38,Low Performer,Medium,38.0,190.0,186.0,5.0,72.0,186.0,0
030122,BANNER GATEWAY MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3.0,3.5,12.1,10.5,14.0,65.0,76.0,74.0,56.0,86.0,69.0,62.0,73.0,13.6,19.6,15.5,70.12,Average,Medium,91.0,233.0,223.0,1.0,,223.0,0
030123,HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5.0,3.1,11.4,8.0,14.0,70.0,82.0,75.0,61.0,86.0,83.0,64.0,84.0,14.1,19.4,16.4,75.62,High Performer,High,80.0,172.0,172.0,2.0,68.0,172.0,0
03012F,PHOENIX VA MEDICAL CENTER,AZ,Acute Care - Veterans Administration,Veterans Health Administration,Yes,5.0,3.3,11.3,7.5,11.7,69.0,79.0,79.0,67.0,87.0,67.0,48.0,67.0,14.0,16.9,15.5,70.38,High Performer,Medium,,,,,,,0
030130,BANNER IRONWOOD MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3.0,3.5,12.1,14.6,16.5,69.0,77.0,73.0,59.0,84.0,69.0,67.0,70.0,13.6,18.8,16.1,71.0,Average,Medium,86.0,223.0,220.0,3.0,55.0,220.0,0
030134,BANNER GOLDFIELD MEDICAL CENTER,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,5.0,3.5,12.1,9.0,12.8,71.0,79.0,77.0,66.0,84.0,70.0,66.0,73.0,13.6,19.9,15.8,73.25,High Performer,Medium,85.0,167.0,150.0,1.0,,150.0,0
030136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,AZ,Acute Care Hospitals,Proprietary,No,3.0,3.5,12.1,11.5,14.8,82.0,87.0,84.0,75.0,84.0,79.0,67.0,75.0,13.6,19.6,15.6,79.12,Average,High,83.0,107.0,103.0,2.0,71.0,103.0,0
